scale,year,count
PROMIS,2015,151
PROMIS,2016,233
PROMIS,2017,283
PROMIS,2018,379
PROMIS,2019,538
PROMIS,2020,698
PROMIS,2021,838
PROMIS,2022,953
PROMIS,2023,1041
PROMIS,2024,1034
PROMIS,2025,1170
MOS-SS,2000,1
MOS-SS,2001,0
MOS-SS,2002,0
MOS-SS,2003,1
MOS-SS,2004,2
MOS-SS,2005,0
MOS-SS,2006,3
MOS-SS,2007,5
MOS-SS,2008,5
MOS-SS,2009,8
MOS-SS,2010,9
MOS-SS,2011,11
MOS-SS,2012,9
MOS-SS,2013,9
MOS-SS,2014,13
MOS-SS,2015,19
MOS-SS,2016,17
MOS-SS,2017,12
MOS-SS,2018,10
MOS-SS,2019,14
MOS-SS,2020,16
MOS-SS,2021,16
MOS-SS,2022,10
MOS-SS,2023,12
MOS-SS,2024,14
MOS-SS,2025,7
BHS,2000,28
BHS,2001,27
BHS,2002,20
BHS,2003,18
BHS,2004,41
BHS,2005,30
BHS,2006,27
BHS,2007,41
BHS,2008,52
BHS,2009,62
BHS,2010,50
BHS,2011,63
BHS,2012,61
BHS,2013,79
BHS,2014,57
BHS,2015,75
BHS,2016,91
BHS,2017,77
BHS,2018,94
BHS,2019,97
BHS,2020,118
BHS,2021,122
BHS,2022,147
BHS,2023,129
BHS,2024,131
BHS,2025,131
DERS,2000,4
DERS,2001,2
DERS,2002,0
DERS,2003,0
DERS,2004,3
DERS,2005,0
DERS,2006,4
DERS,2007,5
DERS,2008,3
DERS,2009,8
DERS,2010,8
DERS,2011,9
DERS,2012,11
DERS,2013,13
DERS,2014,44
DERS,2015,50
DERS,2016,50
DERS,2017,54
DERS,2018,77
DERS,2019,79
DERS,2020,104
DERS,2021,138
DERS,2022,164
DERS,2023,164
DERS,2024,151
DERS,2025,235
PCQ,2000,1
PCQ,2001,5
PCQ,2002,1
PCQ,2003,3
PCQ,2004,1
PCQ,2005,2
PCQ,2006,5
PCQ,2007,5
PCQ,2008,6
PCQ,2009,12
PCQ,2010,11
PCQ,2011,6
PCQ,2012,16
PCQ,2013,18
PCQ,2014,15
PCQ,2015,26
PCQ,2016,16
PCQ,2017,18
PCQ,2018,17
PCQ,2019,25
PCQ,2020,27
PCQ,2021,42
PCQ,2022,51
PCQ,2023,42
PCQ,2024,56
PCQ,2025,86
WEMWBS,2000,0
WEMWBS,2001,0
WEMWBS,2002,0
WEMWBS,2003,0
WEMWBS,2004,0
WEMWBS,2005,0
WEMWBS,2006,0
WEMWBS,2007,1
WEMWBS,2008,0
WEMWBS,2009,1
WEMWBS,2010,1
WEMWBS,2011,3
WEMWBS,2012,12
WEMWBS,2013,21
WEMWBS,2014,12
WEMWBS,2015,23
WEMWBS,2016,32
WEMWBS,2017,32
WEMWBS,2018,34
WEMWBS,2019,43
WEMWBS,2020,52
WEMWBS,2021,84
WEMWBS,2022,89
WEMWBS,2023,74
WEMWBS,2024,80
WEMWBS,2025,99
SWLS,2000,8
SWLS,2001,15
SWLS,2002,10
SWLS,2003,14
SWLS,2004,21
SWLS,2005,20
SWLS,2006,23
SWLS,2007,22
SWLS,2008,34
SWLS,2009,29
SWLS,2010,40
SWLS,2011,47
SWLS,2012,55
SWLS,2013,72
SWLS,2014,66
SWLS,2015,81
SWLS,2016,99
SWLS,2017,95
SWLS,2018,108
SWLS,2019,137
SWLS,2020,209
SWLS,2021,233
SWLS,2022,268
SWLS,2023,236
SWLS,2024,221
SWLS,2025,262
SDQ,2000,15
SDQ,2001,21
SDQ,2002,14
SDQ,2003,18
SDQ,2004,37
SDQ,2005,36
SDQ,2006,71
SDQ,2007,78
SDQ,2008,109
SDQ,2009,137
SDQ,2010,139
SDQ,2011,158
SDQ,2012,162
SDQ,2013,221
SDQ,2014,252
SDQ,2015,238
SDQ,2016,247
SDQ,2017,284
SDQ,2018,334
SDQ,2019,360
SDQ,2020,373
SDQ,2021,474
SDQ,2022,463
SDQ,2023,402
SDQ,2024,437
SDQ,2025,458
RCADS,2000,0
RCADS,2001,0
RCADS,2002,0
RCADS,2003,0
RCADS,2004,0
RCADS,2005,2
RCADS,2006,1
RCADS,2007,3
RCADS,2008,1
RCADS,2009,1
RCADS,2010,3
RCADS,2011,3
RCADS,2012,5
RCADS,2013,6
RCADS,2014,7
RCADS,2015,9
RCADS,2016,6
RCADS,2017,8
RCADS,2018,13
RCADS,2019,18
RCADS,2020,19
RCADS,2021,25
RCADS,2022,30
RCADS,2023,33
RCADS,2024,42
RCADS,2025,48
MBI,2000,33
MBI,2001,33
MBI,2002,50
MBI,2003,46
MBI,2004,50
MBI,2005,48
MBI,2006,87
MBI,2007,88
MBI,2008,112
MBI,2009,113
MBI,2010,114
MBI,2011,128
MBI,2012,183
MBI,2013,198
MBI,2014,233
MBI,2015,261
MBI,2016,278
MBI,2017,331
MBI,2018,420
MBI,2019,459
MBI,2020,615
MBI,2021,757
MBI,2022,840
MBI,2023,733
MBI,2024,720
MBI,2025,896
MHC-SF,2000,0
MHC-SF,2001,0
MHC-SF,2002,0
MHC-SF,2003,0
MHC-SF,2004,0
MHC-SF,2005,0
MHC-SF,2006,0
MHC-SF,2007,0
MHC-SF,2008,1
MHC-SF,2009,1
MHC-SF,2010,2
MHC-SF,2011,2
MHC-SF,2012,1
MHC-SF,2013,2
MHC-SF,2014,2
MHC-SF,2015,14
MHC-SF,2016,13
MHC-SF,2017,16
MHC-SF,2018,18
MHC-SF,2019,21
MHC-SF,2020,34
MHC-SF,2021,40
MHC-SF,2022,46
MHC-SF,2023,35
MHC-SF,2024,37
MHC-SF,2025,60
SAS-SR,2000,1
SAS-SR,2001,3
SAS-SR,2002,6
SAS-SR,2003,3
SAS-SR,2004,4
SAS-SR,2005,3
SAS-SR,2006,12
SAS-SR,2007,8
SAS-SR,2008,6
SAS-SR,2009,3
SAS-SR,2010,8
SAS-SR,2011,6
SAS-SR,2012,7
SAS-SR,2013,12
SAS-SR,2014,3
SAS-SR,2015,4
SAS-SR,2016,2
SAS-SR,2017,3
SAS-SR,2018,2
SAS-SR,2019,2
SAS-SR,2020,6
SAS-SR,2021,2
SAS-SR,2022,4
SAS-SR,2023,2
SAS-SR,2024,0
SAS-SR,2025,4
RRS,2000,139
RRS,2001,150
RRS,2002,157
RRS,2003,163
RRS,2004,197
RRS,2005,236
RRS,2006,258
RRS,2007,282
RRS,2008,315
RRS,2009,333
RRS,2010,448
RRS,2011,497
RRS,2012,588
RRS,2013,695
RRS,2014,815
RRS,2015,934
RRS,2016,898
RRS,2017,919
RRS,2018,931
RRS,2019,1066
RRS,2020,1106
RRS,2021,1217
RRS,2022,1300
RRS,2023,1208
RRS,2024,1227
RRS,2025,1621
AUDIT-C,2000,0
AUDIT-C,2001,2
AUDIT-C,2002,2
AUDIT-C,2003,2
AUDIT-C,2004,2
AUDIT-C,2005,8
AUDIT-C,2006,14
AUDIT-C,2007,14
AUDIT-C,2008,11
AUDIT-C,2009,17
AUDIT-C,2010,27
AUDIT-C,2011,25
AUDIT-C,2012,43
AUDIT-C,2013,62
AUDIT-C,2014,60
AUDIT-C,2015,59
AUDIT-C,2016,71
AUDIT-C,2017,73
AUDIT-C,2018,71
AUDIT-C,2019,90
AUDIT-C,2020,84
AUDIT-C,2021,125
AUDIT-C,2022,117
AUDIT-C,2023,119
AUDIT-C,2024,102
AUDIT-C,2025,115
AAQ-II,2000,0
AAQ-II,2001,0
AAQ-II,2002,0
AAQ-II,2003,0
AAQ-II,2004,0
AAQ-II,2005,0
AAQ-II,2006,0
AAQ-II,2007,0
AAQ-II,2008,0
AAQ-II,2009,1
AAQ-II,2010,4
AAQ-II,2011,8
AAQ-II,2012,4
AAQ-II,2013,8
AAQ-II,2014,14
AAQ-II,2015,10
AAQ-II,2016,11
AAQ-II,2017,13
AAQ-II,2018,18
AAQ-II,2019,21
AAQ-II,2020,26
AAQ-II,2021,50
AAQ-II,2022,39
AAQ-II,2023,47
AAQ-II,2024,35
AAQ-II,2025,62
WSAS,2000,1
WSAS,2001,0
WSAS,2002,2
WSAS,2003,1
WSAS,2004,0
WSAS,2005,6
WSAS,2006,5
WSAS,2007,2
WSAS,2008,5
WSAS,2009,7
WSAS,2010,9
WSAS,2011,15
WSAS,2012,17
WSAS,2013,21
WSAS,2014,25
WSAS,2015,16
WSAS,2016,27
WSAS,2017,20
WSAS,2018,38
WSAS,2019,26
WSAS,2020,37
WSAS,2021,41
WSAS,2022,37
WSAS,2023,29
WSAS,2024,47
WSAS,2025,32
MFQ,2000,2
MFQ,2001,2
MFQ,2002,7
MFQ,2003,6
MFQ,2004,8
MFQ,2005,4
MFQ,2006,10
MFQ,2007,6
MFQ,2008,9
MFQ,2009,5
MFQ,2010,10
MFQ,2011,15
MFQ,2012,20
MFQ,2013,18
MFQ,2014,19
MFQ,2015,16
MFQ,2016,22
MFQ,2017,20
MFQ,2018,26
MFQ,2019,22
MFQ,2020,31
MFQ,2021,40
MFQ,2022,29
MFQ,2023,35
MFQ,2024,40
MFQ,2025,48
PGI,2000,83
PGI,2001,98
PGI,2002,93
PGI,2003,99
PGI,2004,118
PGI,2005,107
PGI,2006,108
PGI,2007,136
PGI,2008,141
PGI,2009,146
PGI,2010,162
PGI,2011,148
PGI,2012,163
PGI,2013,148
PGI,2014,120
PGI,2015,132
PGI,2016,159
PGI,2017,201
PGI,2018,191
PGI,2019,182
PGI,2020,255
PGI,2021,280
PGI,2022,255
PGI,2023,256
PGI,2024,287
PGI,2025,333
RYFF-PWB,2000,0
RYFF-PWB,2001,0
RYFF-PWB,2002,0
RYFF-PWB,2003,0
RYFF-PWB,2004,0
RYFF-PWB,2005,0
RYFF-PWB,2006,0
RYFF-PWB,2007,0
RYFF-PWB,2008,0
RYFF-PWB,2009,0
RYFF-PWB,2010,0
RYFF-PWB,2011,0
RYFF-PWB,2012,0
RYFF-PWB,2013,0
RYFF-PWB,2014,0
RYFF-PWB,2015,0
RYFF-PWB,2016,0
RYFF-PWB,2017,0
RYFF-PWB,2018,0
RYFF-PWB,2019,0
RYFF-PWB,2020,0
RYFF-PWB,2021,0
RYFF-PWB,2022,0
RYFF-PWB,2023,0
RYFF-PWB,2024,1
RYFF-PWB,2025,0
BPNS,2000,1
BPNS,2001,0
BPNS,2002,0
BPNS,2003,2
BPNS,2004,0
BPNS,2005,3
BPNS,2006,1
BPNS,2007,0
BPNS,2008,0
BPNS,2009,2
BPNS,2010,5
BPNS,2011,4
BPNS,2012,3
BPNS,2013,3
BPNS,2014,4
BPNS,2015,3
BPNS,2016,6
BPNS,2017,9
BPNS,2018,15
BPNS,2019,16
BPNS,2020,28
BPNS,2021,28
BPNS,2022,38
BPNS,2023,37
BPNS,2024,47
BPNS,2025,56
MLQ,2000,2
MLQ,2001,0
MLQ,2002,2
MLQ,2003,1
MLQ,2004,3
MLQ,2005,1
MLQ,2006,2
MLQ,2007,3
MLQ,2008,2
MLQ,2009,1
MLQ,2010,5
MLQ,2011,5
MLQ,2012,7
MLQ,2013,9
MLQ,2014,14
MLQ,2015,9
MLQ,2016,8
MLQ,2017,13
MLQ,2018,13
MLQ,2019,17
MLQ,2020,31
MLQ,2021,31
MLQ,2022,50
MLQ,2023,50
MLQ,2024,59
MLQ,2025,68
COMPAS-W,2000,0
COMPAS-W,2001,0
COMPAS-W,2002,0
COMPAS-W,2003,0
COMPAS-W,2004,0
COMPAS-W,2005,0
COMPAS-W,2006,0
COMPAS-W,2007,0
COMPAS-W,2008,0
COMPAS-W,2009,0
COMPAS-W,2010,0
COMPAS-W,2011,0
COMPAS-W,2012,0
COMPAS-W,2013,0
COMPAS-W,2014,1
COMPAS-W,2015,0
COMPAS-W,2016,1
COMPAS-W,2017,0
COMPAS-W,2018,3
COMPAS-W,2019,1
COMPAS-W,2020,3
COMPAS-W,2021,6
COMPAS-W,2022,7
COMPAS-W,2023,2
COMPAS-W,2024,1
COMPAS-W,2025,4
SHS,2000,33
SHS,2001,33
SHS,2002,29
SHS,2003,25
SHS,2004,38
SHS,2005,46
SHS,2006,71
SHS,2007,60
SHS,2008,115
SHS,2009,144
SHS,2010,182
SHS,2011,210
SHS,2012,209
SHS,2013,271
SHS,2014,267
SHS,2015,300
SHS,2016,261
SHS,2017,255
SHS,2018,265
SHS,2019,309
SHS,2020,341
SHS,2021,359
SHS,2022,371
SHS,2023,318
SHS,2024,347
SHS,2025,383
PWI,2000,15
PWI,2001,25
PWI,2002,34
PWI,2003,31
PWI,2004,34
PWI,2005,38
PWI,2006,41
PWI,2007,46
PWI,2008,45
PWI,2009,54
PWI,2010,48
PWI,2011,65
PWI,2012,64
PWI,2013,69
PWI,2014,91
PWI,2015,74
PWI,2016,80
PWI,2017,76
PWI,2018,93
PWI,2019,109
PWI,2020,114
PWI,2021,122
PWI,2022,155
PWI,2023,132
PWI,2024,125
PWI,2025,126
PGIS-II,2000,0
PGIS-II,2001,0
PGIS-II,2002,0
PGIS-II,2003,0
PGIS-II,2004,0
PGIS-II,2005,0
PGIS-II,2006,0
PGIS-II,2007,0
PGIS-II,2008,0
PGIS-II,2009,0
PGIS-II,2010,0
PGIS-II,2011,0
PGIS-II,2012,1
PGIS-II,2013,1
PGIS-II,2014,3
PGIS-II,2015,1
PGIS-II,2016,0
PGIS-II,2017,0
PGIS-II,2018,2
PGIS-II,2019,0
PGIS-II,2020,0
PGIS-II,2021,0
PGIS-II,2022,1
PGIS-II,2023,1
PGIS-II,2024,2
PGIS-II,2025,4
LOT-R,2000,1
LOT-R,2001,0
LOT-R,2002,0
LOT-R,2003,1
LOT-R,2004,3
LOT-R,2005,4
LOT-R,2006,4
LOT-R,2007,6
LOT-R,2008,12
LOT-R,2009,12
LOT-R,2010,15
LOT-R,2011,22
LOT-R,2012,20
LOT-R,2013,22
LOT-R,2014,38
LOT-R,2015,30
LOT-R,2016,21
LOT-R,2017,37
LOT-R,2018,35
LOT-R,2019,33
LOT-R,2020,36
LOT-R,2021,61
LOT-R,2022,68
LOT-R,2023,37
LOT-R,2024,31
LOT-R,2025,30
SWB,2000,7
SWB,2001,10
SWB,2002,8
SWB,2003,11
SWB,2004,6
SWB,2005,9
SWB,2006,10
SWB,2007,20
SWB,2008,16
SWB,2009,22
SWB,2010,30
SWB,2011,38
SWB,2012,51
SWB,2013,45
SWB,2014,56
SWB,2015,64
SWB,2016,66
SWB,2017,81
SWB,2018,90
SWB,2019,106
SWB,2020,120
SWB,2021,150
SWB,2022,178
SWB,2023,150
SWB,2024,157
SWB,2025,212
FMI,2000,3
FMI,2001,6
FMI,2002,10
FMI,2003,10
FMI,2004,6
FMI,2005,16
FMI,2006,17
FMI,2007,20
FMI,2008,27
FMI,2009,35
FMI,2010,35
FMI,2011,61
FMI,2012,56
FMI,2013,60
FMI,2014,66
FMI,2015,83
FMI,2016,96
FMI,2017,95
FMI,2018,92
FMI,2019,125
FMI,2020,133
FMI,2021,185
FMI,2022,198
FMI,2023,162
FMI,2024,183
FMI,2025,175
MAAS,2000,13
MAAS,2001,3
MAAS,2002,20
MAAS,2003,18
MAAS,2004,17
MAAS,2005,17
MAAS,2006,27
MAAS,2007,24
MAAS,2008,31
MAAS,2009,32
MAAS,2010,36
MAAS,2011,41
MAAS,2012,41
MAAS,2013,50
MAAS,2014,66
MAAS,2015,63
MAAS,2016,69
MAAS,2017,68
MAAS,2018,72
MAAS,2019,113
MAAS,2020,102
MAAS,2021,136
MAAS,2022,173
MAAS,2023,145
MAAS,2024,133
MAAS,2025,186
RSE,2000,28
RSE,2001,33
RSE,2002,33
RSE,2003,32
RSE,2004,37
RSE,2005,46
RSE,2006,72
RSE,2007,79
RSE,2008,77
RSE,2009,67
RSE,2010,87
RSE,2011,96
RSE,2012,133
RSE,2013,158
RSE,2014,141
RSE,2015,166
RSE,2016,173
RSE,2017,159
RSE,2018,179
RSE,2019,239
RSE,2020,267
RSE,2021,295
RSE,2022,264
RSE,2023,315
RSE,2024,297
RSE,2025,369
QOLS,2000,34
QOLS,2001,33
QOLS,2002,36
QOLS,2003,45
QOLS,2004,70
QOLS,2005,88
QOLS,2006,82
QOLS,2007,89
QOLS,2008,102
QOLS,2009,109
QOLS,2010,138
QOLS,2011,171
QOLS,2012,185
QOLS,2013,168
QOLS,2014,175
QOLS,2015,208
QOLS,2016,201
QOLS,2017,236
QOLS,2018,212
QOLS,2019,231
QOLS,2020,320
QOLS,2021,357
QOLS,2022,402
QOLS,2023,411
QOLS,2024,442
QOLS,2025,525
FFMQ,2000,0
FFMQ,2001,0
FFMQ,2002,0
FFMQ,2003,0
FFMQ,2004,0
FFMQ,2005,0
FFMQ,2006,0
FFMQ,2007,0
FFMQ,2008,1
FFMQ,2009,1
FFMQ,2010,3
FFMQ,2011,8
FFMQ,2012,11
FFMQ,2013,18
FFMQ,2014,21
FFMQ,2015,34
FFMQ,2016,29
FFMQ,2017,41
FFMQ,2018,44
FFMQ,2019,56
FFMQ,2020,69
FFMQ,2021,65
FFMQ,2022,82
FFMQ,2023,78
FFMQ,2024,75
FFMQ,2025,94
SCS,2000,97
SCS,2001,83
SCS,2002,93
SCS,2003,121
SCS,2004,162
SCS,2005,162
SCS,2006,219
SCS,2007,286
SCS,2008,282
SCS,2009,356
SCS,2010,393
SCS,2011,478
SCS,2012,519
SCS,2013,594
SCS,2014,647
SCS,2015,719
SCS,2016,781
SCS,2017,855
SCS,2018,935
SCS,2019,1032
SCS,2020,1240
SCS,2021,1379
SCS,2022,1541
SCS,2023,1518
SCS,2024,1582
SCS,2025,1751
PERMA-P,2000,0
PERMA-P,2001,0
PERMA-P,2002,0
PERMA-P,2003,0
PERMA-P,2004,0
PERMA-P,2005,0
PERMA-P,2006,0
PERMA-P,2007,0
PERMA-P,2008,0
PERMA-P,2009,0
PERMA-P,2010,0
PERMA-P,2011,0
PERMA-P,2012,0
PERMA-P,2013,0
PERMA-P,2014,0
PERMA-P,2015,0
PERMA-P,2016,0
PERMA-P,2017,0
PERMA-P,2018,3
PERMA-P,2019,3
PERMA-P,2020,6
PERMA-P,2021,9
PERMA-P,2022,11
PERMA-P,2023,19
PERMA-P,2024,10
PERMA-P,2025,17
SBI,2000,22
SBI,2001,25
SBI,2002,20
SBI,2003,34
SBI,2004,26
SBI,2005,38
SBI,2006,38
SBI,2007,37
SBI,2008,54
SBI,2009,62
SBI,2010,90
SBI,2011,86
SBI,2012,104
SBI,2013,107
SBI,2014,82
SBI,2015,103
SBI,2016,105
SBI,2017,113
SBI,2018,124
SBI,2019,146
SBI,2020,166
SBI,2021,219
SBI,2022,214
SBI,2023,176
SBI,2024,238
SBI,2025,228
EPOCH,2000,74
EPOCH,2001,85
EPOCH,2002,74
EPOCH,2003,74
EPOCH,2004,101
EPOCH,2005,111
EPOCH,2006,106
EPOCH,2007,122
EPOCH,2008,121
EPOCH,2009,134
EPOCH,2010,165
EPOCH,2011,184
EPOCH,2012,178
EPOCH,2013,218
EPOCH,2014,240
EPOCH,2015,246
EPOCH,2016,269
EPOCH,2017,304
EPOCH,2018,327
EPOCH,2019,367
EPOCH,2020,418
EPOCH,2021,482
EPOCH,2022,501
EPOCH,2023,467
EPOCH,2024,448
EPOCH,2025,470
SPF-IL,2000,1
SPF-IL,2001,0
SPF-IL,2002,2
SPF-IL,2003,0
SPF-IL,2004,0
SPF-IL,2005,1
SPF-IL,2006,0
SPF-IL,2007,0
SPF-IL,2008,0
SPF-IL,2009,0
SPF-IL,2010,1
SPF-IL,2011,2
SPF-IL,2012,2
SPF-IL,2013,1
SPF-IL,2014,0
SPF-IL,2015,0
SPF-IL,2016,1
SPF-IL,2017,0
SPF-IL,2018,1
SPF-IL,2019,0
SPF-IL,2020,0
SPF-IL,2021,0
SPF-IL,2022,0
SPF-IL,2023,0
SPF-IL,2024,0
SPF-IL,2025,0
BSSI,2000,3
BSSI,2001,1
BSSI,2002,1
BSSI,2003,1
BSSI,2004,0
BSSI,2005,0
BSSI,2006,1
BSSI,2007,2
BSSI,2008,1
BSSI,2009,3
BSSI,2010,3
BSSI,2011,2
BSSI,2012,7
BSSI,2013,3
BSSI,2014,9
BSSI,2015,7
BSSI,2016,8
BSSI,2017,8
BSSI,2018,14
BSSI,2019,21
BSSI,2020,20
BSSI,2021,24
BSSI,2022,23
BSSI,2023,26
BSSI,2024,34
BSSI,2025,52
LSAS,2000,9
LSAS,2001,10
LSAS,2002,13
LSAS,2003,10
LSAS,2004,24
LSAS,2005,17
LSAS,2006,26
LSAS,2007,13
LSAS,2008,18
LSAS,2009,21
LSAS,2010,15
LSAS,2011,38
LSAS,2012,38
LSAS,2013,42
LSAS,2014,38
LSAS,2015,35
LSAS,2016,41
LSAS,2017,36
LSAS,2018,40
LSAS,2019,45
LSAS,2020,47
LSAS,2021,58
LSAS,2022,58
LSAS,2023,55
LSAS,2024,52
LSAS,2025,68
DTS,2000,32
DTS,2001,15
DTS,2002,23
DTS,2003,27
DTS,2004,28
DTS,2005,32
DTS,2006,49
DTS,2007,64
DTS,2008,65
DTS,2009,56
DTS,2010,73
DTS,2011,90
DTS,2012,105
DTS,2013,105
DTS,2014,108
DTS,2015,111
DTS,2016,117
DTS,2017,115
DTS,2018,122
DTS,2019,147
DTS,2020,159
DTS,2021,188
DTS,2022,203
DTS,2023,234
DTS,2024,291
DTS,2025,322
ZSDS,2000,15
ZSDS,2001,13
ZSDS,2002,19
ZSDS,2003,20
ZSDS,2004,19
ZSDS,2005,25
ZSDS,2006,17
ZSDS,2007,24
ZSDS,2008,40
ZSDS,2009,29
ZSDS,2010,32
ZSDS,2011,37
ZSDS,2012,36
ZSDS,2013,55
ZSDS,2014,44
ZSDS,2015,48
ZSDS,2016,47
ZSDS,2017,49
ZSDS,2018,40
ZSDS,2019,41
ZSDS,2020,54
ZSDS,2021,67
ZSDS,2022,68
ZSDS,2023,51
ZSDS,2024,38
ZSDS,2025,48
ZSAS,2000,0
ZSAS,2001,1
ZSAS,2002,2
ZSAS,2003,1
ZSAS,2004,1
ZSAS,2005,3
ZSAS,2006,2
ZSAS,2007,4
ZSAS,2008,4
ZSAS,2009,4
ZSAS,2010,6
ZSAS,2011,7
ZSAS,2012,18
ZSAS,2013,20
ZSAS,2014,17
ZSAS,2015,25
ZSAS,2016,9
ZSAS,2017,12
ZSAS,2018,23
ZSAS,2019,24
ZSAS,2020,44
ZSAS,2021,35
ZSAS,2022,34
ZSAS,2023,25
ZSAS,2024,26
ZSAS,2025,37
YBOCS-II,2000,0
YBOCS-II,2001,0
YBOCS-II,2002,0
YBOCS-II,2003,0
YBOCS-II,2004,0
YBOCS-II,2005,0
YBOCS-II,2006,0
YBOCS-II,2007,0
YBOCS-II,2008,0
YBOCS-II,2009,0
YBOCS-II,2010,0
YBOCS-II,2011,0
YBOCS-II,2012,0
YBOCS-II,2013,0
YBOCS-II,2014,0
YBOCS-II,2015,1
YBOCS-II,2016,0
YBOCS-II,2017,0
YBOCS-II,2018,0
YBOCS-II,2019,0
YBOCS-II,2020,0
YBOCS-II,2021,0
YBOCS-II,2022,0
YBOCS-II,2023,0
YBOCS-II,2024,1
YBOCS-II,2025,0
PSAS,2000,14
PSAS,2001,15
PSAS,2002,11
PSAS,2003,9
PSAS,2004,19
PSAS,2005,15
PSAS,2006,15
PSAS,2007,19
PSAS,2008,24
PSAS,2009,25
PSAS,2010,40
PSAS,2011,43
PSAS,2012,31
PSAS,2013,50
PSAS,2014,48
PSAS,2015,44
PSAS,2016,54
PSAS,2017,65
PSAS,2018,62
PSAS,2019,72
PSAS,2020,89
PSAS,2021,95
PSAS,2022,111
PSAS,2023,114
PSAS,2024,125
PSAS,2025,144
SIAS,2000,7
SIAS,2001,3
SIAS,2002,5
SIAS,2003,9
SIAS,2004,12
SIAS,2005,14
SIAS,2006,15
SIAS,2007,16
SIAS,2008,17
SIAS,2009,31
SIAS,2010,30
SIAS,2011,40
SIAS,2012,31
SIAS,2013,40
SIAS,2014,54
SIAS,2015,47
SIAS,2016,55
SIAS,2017,57
SIAS,2018,58
SIAS,2019,59
SIAS,2020,64
SIAS,2021,82
SIAS,2022,70
SIAS,2023,65
SIAS,2024,66
SIAS,2025,75
CSSQ,2000,4
CSSQ,2001,5
CSSQ,2002,2
CSSQ,2003,3
CSSQ,2004,8
CSSQ,2005,6
CSSQ,2006,16
CSSQ,2007,6
CSSQ,2008,3
CSSQ,2009,9
CSSQ,2010,13
CSSQ,2011,7
CSSQ,2012,8
CSSQ,2013,12
CSSQ,2014,11
CSSQ,2015,16
CSSQ,2016,22
CSSQ,2017,19
CSSQ,2018,33
CSSQ,2019,24
CSSQ,2020,32
CSSQ,2021,42
CSSQ,2022,57
CSSQ,2023,56
CSSQ,2024,47
CSSQ,2025,68
PSQ,2000,4
PSQ,2001,5
PSQ,2002,9
PSQ,2003,8
PSQ,2004,13
PSQ,2005,11
PSQ,2006,23
PSQ,2007,14
PSQ,2008,11
PSQ,2009,24
PSQ,2010,29
PSQ,2011,52
PSQ,2012,39
PSQ,2013,40
PSQ,2014,48
PSQ,2015,59
PSQ,2016,84
PSQ,2017,76
PSQ,2018,78
PSQ,2019,89
PSQ,2020,133
PSQ,2021,132
PSQ,2022,137
PSQ,2023,124
PSQ,2024,133
PSQ,2025,193
ASRS,2000,4
ASRS,2001,6
ASRS,2002,6
ASRS,2003,11
ASRS,2004,11
ASRS,2005,11
ASRS,2006,18
ASRS,2007,21
ASRS,2008,26
ASRS,2009,27
ASRS,2010,41
ASRS,2011,35
ASRS,2012,61
ASRS,2013,77
ASRS,2014,66
ASRS,2015,92
ASRS,2016,94
ASRS,2017,95
ASRS,2018,116
ASRS,2019,98
ASRS,2020,126
ASRS,2021,159
ASRS,2022,177
ASRS,2023,184
ASRS,2024,233
ASRS,2025,502
SAPS,2000,66
SAPS,2001,75
SAPS,2002,79
SAPS,2003,92
SAPS,2004,91
SAPS,2005,113
SAPS,2006,114
SAPS,2007,122
SAPS,2008,139
SAPS,2009,125
SAPS,2010,127
SAPS,2011,151
SAPS,2012,173
SAPS,2013,195
SAPS,2014,217
SAPS,2015,203
SAPS,2016,229
SAPS,2017,235
SAPS,2018,243
SAPS,2019,227
SAPS,2020,241
SAPS,2021,325
SAPS,2022,315
SAPS,2023,279
SAPS,2024,297
SAPS,2025,358
CDRS-R,2000,1
CDRS-R,2001,1
CDRS-R,2002,4
CDRS-R,2003,4
CDRS-R,2004,6
CDRS-R,2005,4
CDRS-R,2006,15
CDRS-R,2007,20
CDRS-R,2008,7
CDRS-R,2009,21
CDRS-R,2010,16
CDRS-R,2011,9
CDRS-R,2012,12
CDRS-R,2013,12
CDRS-R,2014,23
CDRS-R,2015,12
CDRS-R,2016,13
CDRS-R,2017,16
CDRS-R,2018,15
CDRS-R,2019,15
CDRS-R,2020,20
CDRS-R,2021,21
CDRS-R,2022,24
CDRS-R,2023,19
CDRS-R,2024,17
CDRS-R,2025,26
CBCL-YSR,2000,3
CBCL-YSR,2001,1
CBCL-YSR,2002,3
CBCL-YSR,2003,7
CBCL-YSR,2004,4
CBCL-YSR,2005,1
CBCL-YSR,2006,2
CBCL-YSR,2007,2
CBCL-YSR,2008,4
CBCL-YSR,2009,4
CBCL-YSR,2010,5
CBCL-YSR,2011,3
CBCL-YSR,2012,0
CBCL-YSR,2013,5
CBCL-YSR,2014,3
CBCL-YSR,2015,6
CBCL-YSR,2016,5
CBCL-YSR,2017,2
CBCL-YSR,2018,2
CBCL-YSR,2019,2
CBCL-YSR,2020,3
CBCL-YSR,2021,3
CBCL-YSR,2022,2
CBCL-YSR,2023,3
CBCL-YSR,2024,5
CBCL-YSR,2025,1
DSHI,2000,0
DSHI,2001,0
DSHI,2002,0
DSHI,2003,0
DSHI,2004,0
DSHI,2005,0
DSHI,2006,1
DSHI,2007,1
DSHI,2008,1
DSHI,2009,1
DSHI,2010,2
DSHI,2011,3
