scale,dimension,sim_hedonic,sim_eudaimonic,delta
CTQ,Measurement proxies,0.3849647057211558,0.34423346149815615,0.040731244222999674
CTQ,Central tension,0.18163748809379554,0.15627023774753468,0.02536725034626086
DES,Foundational claim,0.13050088428670237,0.09947390305257697,0.031026981234125395
DES,Evaluative criterion,0.23968697683671725,0.1717938867448764,0.06789309009184086
DES,Time horizon,0.24804332099969628,0.17627327980802754,0.07177004119166874
DES,Adversity,0.18889724924444917,0.09272072110856311,0.09617652813588606
DES,Measurement proxies,0.33328325246875257,0.30534323656300044,0.027940015905752125
DES,Central tension,0.17800916958555324,0.1879330728478128,-0.009923903262259559
PHQ-4,Foundational claim,0.19248214630963345,0.10667880545967934,0.08580334084995411
PHQ-4,Evaluative criterion,0.3194145542519573,0.23485416870328235,0.08456038554867495
PHQ-4,Time horizon,0.361147794811579,0.1984323540792614,0.16271544073231758
PHQ-4,Adversity,0.24929495726847994,0.1431673375219613,0.10612761974651863
PHQ-4,Measurement proxies,0.4138107895839649,0.3161549891869011,0.09765580039706379
PHQ-4,Central tension,0.249055934883895,0.1784036583181715,0.07065227656572348
SDI,Foundational claim,0.0845017761472765,0.058595711183531574,0.025906064963744924
SDI,Evaluative criterion,0.23979823137324918,0.17092785351845907,0.06887037785479011
SDI,Time horizon,0.308640569130055,0.15182463668059953,0.15681593244945546
SDI,Adversity,0.17130391526887656,0.07565352507990164,0.09565039018897492
SDI,Measurement proxies,0.3275909160420871,0.28165539182742894,0.045935524214658185
SDI,Central tension,0.16517305021200668,0.14555822683214936,0.019614823379857316
BRIEF,Foundational claim,0.09772428134516586,0.0997741761246429,-0.002049894779477035
BRIEF,Evaluative criterion,0.2307468641125907,0.23874497809431805,-0.00799811398172734
BRIEF,Time horizon,0.24613643832515464,0.20041487371804367,0.045721564607110965
BRIEF,Adversity,0.14994853411537523,0.08343822934112766,0.06651030477424758
BRIEF,Measurement proxies,0.3306245084193413,0.3444159127883296,-0.013791404368988291
BRIEF,Central tension,0.1544101571419354,0.18259158671970455,-0.028181429577769146
ABAS-3,Foundational claim,0.20474439588075144,0.2551839540855567,-0.05043955820480528
ABAS-3,Evaluative criterion,0.3516882111669901,0.35790933229274746,-0.006221121125757345
ABAS-3,Time horizon,0.33632088801865934,0.29750713456149824,0.03881375345716109
ABAS-3,Adversity,0.25689014253844245,0.20209865524557724,0.054791487292865204
ABAS-3,Measurement proxies,0.3270500095014086,0.40658244454548664,-0.07953243504407803
ABAS-3,Central tension,0.21338628378672309,0.20834665279859677,0.00503963098812632
ACT,Foundational claim,0.2832908156649889,0.2883601940481104,-0.005069378383121492
ACT,Evaluative criterion,0.3556584410540933,0.40537129991278686,-0.04971285885869359
ACT,Time horizon,0.36632871661078303,0.3914690441615505,-0.02514032755076745
ACT,Adversity,0.27518137533757336,0.32746839809723105,-0.052287022759657686
ACT,Measurement proxies,0.4105119776463275,0.5604395931951633,-0.14992761554883582
ACT,Central tension,0.27722574348681395,0.36961392774871715,-0.0923881842619032
VIA-IS,Foundational claim,0.23068270734262897,0.2817830466731073,-0.051100339330478306
VIA-IS,Evaluative criterion,0.30492131581701387,0.38378784663470644,-0.07886653081769257
VIA-IS,Time horizon,0.3232883732438129,0.36645803591256454,-0.04316966266875166
VIA-IS,Adversity,0.20430415124527745,0.3248083779474702,-0.12050422670219274
VIA-IS,Measurement proxies,0.4105031559285892,0.4990745798573797,-0.08857142392879047
VIA-IS,Central tension,0.23387027654645376,0.31139250659621287,-0.07752223004975911
GRIT-S,Foundational claim,0.1936855561784956,0.2040131249157091,-0.010327568737213522
GRIT-S,Evaluative criterion,0.21905605332760159,0.26894167401625035,-0.04988562068864877
GRIT-S,Time horizon,0.2827802764413667,0.26641692662526784,0.016363349816098882
GRIT-S,Adversity,0.1777223599445129,0.261409551644046,-0.08368719169953309
GRIT-S,Measurement proxies,0.33196034312464284,0.3856566263067396,-0.05369628318209674
GRIT-S,Central tension,0.2115437910191742,0.32161379839152904,-0.11007000737235484
SPQ,Foundational claim,0.10412207905663795,0.06382875337924188,0.040293325677396075
SPQ,Evaluative criterion,0.23338869359053405,0.17424087335406047,0.05914782023647358
SPQ,Time horizon,0.22833966306456344,0.16398363163680407,0.06435603142775936
SPQ,Adversity,0.14661679885794632,0.06184484040005633,0.08477195845788998
SPQ,Measurement proxies,0.3104688747423955,0.2958393731155494,0.014629501626846064
SPQ,Central tension,0.15590501972106907,0.11553923067365468,0.04036578904741439
SOS-10,Foundational claim,0.3122924273033778,0.29127995558537356,0.021012471718004244
SOS-10,Evaluative criterion,0.5237134003588286,0.46801822233077184,0.05569517802805679
SOS-10,Time horizon,0.5021413246566905,0.40306243553744525,0.09907888911924523
SOS-10,Adversity,0.29788387041454834,0.26577293962407844,0.032110930790469894
SOS-10,Measurement proxies,0.5723166310810517,0.5904662825407041,-0.018149651459652416
SOS-10,Central tension,0.33527543577547403,0.29057968517681265,0.04469575059866138
BIS-11,Foundational claim,0.09596973088223693,0.046488686213740915,0.04948104466849601
BIS-11,Evaluative criterion,0.19123424972124692,0.15351879911582045,0.03771545060542647
BIS-11,Time horizon,0.2816967855452227,0.17498069063855448,0.10671609490666822
BIS-11,Adversity,0.1440806265087886,0.07464980041570857,0.06943082609308004
BIS-11,Measurement proxies,0.32647148347329114,0.3202315756898855,0.006239907783405663
BIS-11,Central tension,0.18539430239673005,0.16882926210025873,0.016565040296471323
SCID-5-PD,Foundational claim,0.13268741002851803,0.07688686663032451,0.055800543398193514
SCID-5-PD,Evaluative criterion,0.21843388052829638,0.17971348468944182,0.03872039583885456
SCID-5-PD,Time horizon,0.26224509713746336,0.19802630743124694,0.06421878970621642
SCID-5-PD,Adversity,0.15591672257105027,0.10816447580710531,0.04775224676394496
SCID-5-PD,Measurement proxies,0.3195392409199084,0.3161369286877309,0.0034023122321774624
SCID-5-PD,Central tension,0.16271707841988525,0.1371461537180868,0.025570924701798448
AQ,Foundational claim,0.11382770529439701,0.11989279923216178,-0.006065093937764776
AQ,Evaluative criterion,0.2284426287845327,0.19780855054892277,0.03063407823560993
AQ,Time horizon,0.2581670283987336,0.20696852428103185,0.05119850411770177
AQ,Adversity,0.16135037734001578,0.11419901781097819,0.047151359529037595
AQ,Measurement proxies,0.3325990810366992,0.3355525200611813,-0.002953439024482085
AQ,Central tension,0.19536640668878802,0.1717900013933369,0.02357640529545113
MPSS,Foundational claim,0.0649929547425322,0.00474375845935171,0.060249196283180484
MPSS,Evaluative criterion,0.23140009588743649,0.1340831757732076,0.09731692011422888
MPSS,Time horizon,0.2572723048031148,0.11962434304431802,0.1376479617587968
MPSS,Adversity,0.20179844021346804,0.08832186005829756,0.11347658015517048
MPSS,Measurement proxies,0.36059123906397816,0.288173907565886,0.07241733149809215
MPSS,Central tension,0.14357200557985172,0.09720267983310493,0.04636932574674679
PAI,Foundational claim,0.17283707633355394,0.10041186994814566,0.07242520638540828
PAI,Evaluative criterion,0.29336315296553606,0.24903222318469553,0.04433092978084052
PAI,Time horizon,0.314248912421097,0.22024699292741223,0.09400191949368475
PAI,Adversity,0.23001129952118526,0.12753141171709204,0.10247988780409323
PAI,Measurement proxies,0.4619833981590422,0.4336387274234075,0.028344670735634736
PAI,Central tension,0.2174768678705914,0.15252688202961984,0.06494998584097156
OCI-R,Foundational claim,0.09942818306503509,0.042620716981588314,0.05680746608344678
OCI-R,Evaluative criterion,0.2340984225468744,0.18007654473967016,0.054021877807204244
OCI-R,Time horizon,0.2600468051218554,0.1292363417749387,0.1308104633469167
OCI-R,Adversity,0.20824997051338334,0.07659997627208559,0.13164999424129775
OCI-R,Measurement proxies,0.35073451705998426,0.30685305391044193,0.04388146314954233
OCI-R,Central tension,0.18288880219727033,0.11664697232998067,0.06624182986728966
PSS-10,Foundational claim,0.1961485706304169,0.12966912456041035,0.06647944607000655
PSS-10,Evaluative criterion,0.3188882004755743,0.22530657182786218,0.09358162864771213
PSS-10,Time horizon,0.32287952150492094,0.18018799981865308,0.14269152168626786
PSS-10,Adversity,0.22195713758668245,0.16121805240708875,0.0607390851795937
PSS-10,Measurement proxies,0.39115114881197444,0.37220955766659214,0.018941591145382297
PSS-10,Central tension,0.23847283019578058,0.20614814187497932,0.032324688320801265
STAXI-2,Foundational claim,0.09131228769000366,0.05944052803185751,0.03187175965814615
STAXI-2,Evaluative criterion,0.21431880881840237,0.16807081643927624,0.046247992379126135
STAXI-2,Time horizon,0.2686899926209234,0.14746015541636603,0.12122983720455738
STAXI-2,Adversity,0.13005983243629338,0.06175889609298779,0.06830093634330558
STAXI-2,Measurement proxies,0.42566342326418416,0.3470935298011253,0.07856989346305887
STAXI-2,Central tension,0.11301432493136021,0.11927838190070716,-0.006264056969346954
MAST,Foundational claim,0.13986913233805076,0.09128683789163206,0.048582294446418706
MAST,Evaluative criterion,0.25397055996526596,0.20885114634112867,0.045119413624137295
MAST,Time horizon,0.2798548660686945,0.14916005092206996,0.1306948151466245
MAST,Adversity,0.19868445362190723,0.12008572517977256,0.07859872844213467
MAST,Measurement proxies,0.35227430519897396,0.3211446884166952,0.03112961678227877
MAST,Central tension,0.15204754238988283,0.14300876691373388,0.009038775476148952
FTND,Foundational claim,0.07427964142587928,0.00972294227426751,0.06455669915161177
FTND,Evaluative criterion,0.19111009932295886,0.11827897023039569,0.07283112909256317
FTND,Time horizon,0.2373435306513667,0.11598516451656082,0.12135836613480588
FTND,Adversity,0.1319793618462879,0.04748852779784807,0.08449083404843982
FTND,Measurement proxies,0.29224028039706373,0.245677236147112,0.046563044249951724
FTND,Central tension,0.13994704548029846,0.1536751407183614,-0.013728095238062954
BES,Foundational claim,0.15135433805765275,0.07360350454466291,0.07775083351298984
BES,Evaluative criterion,0.2705056896611333,0.2057167876844228,0.0647889019767105
BES,Time horizon,0.3095391398414584,0.18865295584163622,0.1208861839998222
BES,Adversity,0.17782932546456565,0.06838629734085,0.10944302812371565
BES,Measurement proxies,0.34711418128772054,0.28853511851935976,0.05857906276836078
BES,Central tension,0.18493068327829754,0.16476974063089045,0.020160942647407087
EDE-Q,Foundational claim,0.1169586811126101,0.0746741689385313,0.0422845121740788
EDE-Q,Evaluative criterion,0.25563653475846015,0.20377547380723338,0.05186106095122678
EDE-Q,Time horizon,0.2837706455534976,0.18201969759194137,0.10175094796155626
EDE-Q,Adversity,0.20517959515181894,0.08832014426464263,0.11685945088717631
EDE-Q,Measurement proxies,0.36169543505080026,0.3399331884426795,0.02176224660812076
EDE-Q,Central tension,0.17225840388086333,0.20685382388536322,-0.03459542000449989
DASS-42,Foundational claim,0.17899532813558705,0.11888095236173957,0.060114375773847484
DASS-42,Evaluative criterion,0.36724605343529404,0.24316509155605415,0.12408096187923989
DASS-42,Time horizon,0.3791671882698693,0.21356541594563894,0.16560177232423035
DASS-42,Adversity,0.30037861318712455,0.1580881817635702,0.14229043142355435
DASS-42,Measurement proxies,0.5368266333079134,0.4090567711666657,0.12776986214124764
DASS-42,Central tension,0.26461258931083353,0.24374592442116916,0.020866664889664377
MFI,Foundational claim,0.1517514901990148,0.13360004739887865,0.01815144280013614
MFI,Evaluative criterion,0.26677324348744913,0.22429211875693544,0.042481124730513686
MFI,Time horizon,0.298689457690557,0.26350123477694953,0.03518822291360746
MFI,Adversity,0.1809165327900898,0.12926693333657258,0.051649599453517214
MFI,Measurement proxies,0.4150775990495694,0.37228807116116325,0.042789527888406176
MFI,Central tension,0.22579847623319615,0.19019271581534025,0.0356057604178559
FSS,Foundational claim,0.10594460078296275,0.07746510574490284,0.02847949503805991
FSS,Evaluative criterion,0.2614109053265816,0.22440430435437975,0.037006600972201875
FSS,Time horizon,0.2820967089653835,0.21799439994845138,0.06410230901693215
FSS,Adversity,0.18286957989029018,0.11640134129143676,0.06646823859885342
FSS,Measurement proxies,0.3924417511360643,0.3514764914633497,0.04096525967271458
FSS,Central tension,0.2196403168501212,0.16247292010859438,0.05716739674152682
SRS,Foundational claim,0.13816823594743888,0.09041446886945081,0.04775376707798806
SRS,Evaluative criterion,0.3338260920876871,0.21039366566213635,0.12343242642555075
SRS,Time horizon,0.3616484335389689,0.21037445460828663,0.15127397893068228
SRS,Adversity,0.22993373965470287,0.1529798429026099,0.07695389675209297
SRS,Measurement proxies,0.45302349057700053,0.3617463212484828,0.0912771693285177
SRS,Central tension,0.21083191127332968,0.18950204856111463,0.021329862712215042
TICS,Foundational claim,0.13559030502807023,0.07272725940265412,0.06286304562541611
TICS,Evaluative criterion,0.3259667071363346,0.22339752959763814,0.10256917753869643
TICS,Time horizon,0.34985892871848845,0.22437174596056275,0.1254871827579257
TICS,Adversity,0.1999294579831319,0.14236522650940264,0.057564231473729244
TICS,Measurement proxies,0.3883055709542079,0.3577674580996155,0.030538112854592403
TICS,Central tension,0.22583565871042455,0.1902605544263709,0.03557510428405364
MAIA,Foundational claim,0.1602910820726191,0.12411840649323713,0.036172675579381974
MAIA,Evaluative criterion,0.3454461430970155,0.29533088184412093,0.05011526125289456
MAIA,Time horizon,0.37251423733609024,0.23990749976382564,0.1326067375722646
MAIA,Adversity,0.2173528544777935,0.1382665764315758,0.0790862780462177
MAIA,Measurement proxies,0.43614400513254525,0.39482986608858117,0.04131413904396408
MAIA,Central tension,0.2354556271023751,0.21703096513356435,0.018424661968810763
DAS,Foundational claim,0.2154053975632837,0.18354290612326174,0.031862491440021956
DAS,Evaluative criterion,0.3381833001763228,0.28520251826614285,0.052980781910179964
DAS,Time horizon,0.3702147590246784,0.24727812840534547,0.12293663061933291
DAS,Adversity,0.18265938840092633,0.14336052311568248,0.039298865285243845
DAS,Measurement proxies,0.43249236135337465,0.4106624512112418,0.02182991014213287
DAS,Central tension,0.22578386969986664,0.20624820310313086,0.01953566659673578
RAS,Foundational claim,0.2045564637594528,0.14649468782435426,0.058061775935098536
RAS,Evaluative criterion,0.35643401487325166,0.2831082004124701,0.07332581446078157
RAS,Time horizon,0.41685397821629966,0.21244181686566987,0.20441216135062978
RAS,Adversity,0.17355978750636203,0.10949737951923155,0.06406240798713048
RAS,Measurement proxies,0.4271199409959734,0.3932251754900987,0.03389476550587467
RAS,Central tension,0.24323546078720448,0.1559603544789412,0.0872751063082633
MSPSS,Foundational claim,0.14193207330260238,0.11415403807260482,0.027778035229997555
MSPSS,Evaluative criterion,0.3205653059386344,0.24049362191092916,0.08007168402770526
MSPSS,Time horizon,0.31749122999666346,0.20354731993693154,0.11394391005973192
MSPSS,Adversity,0.17572065835258832,0.14589320487364332,0.029827453478945
MSPSS,Measurement proxies,0.3505514111257194,0.3581029441890995,-0.007551533063380078
MSPSS,Central tension,0.19701107075723945,0.14480725812542639,0.05220381263181306
UCLA-LS,Foundational claim,0.15007258281303448,0.09112909608540354,0.058943486727630945
UCLA-LS,Evaluative criterion,0.30855347230898644,0.2219867188906508,0.08656675341833564
UCLA-LS,Time horizon,0.312772079232742,0.18792752417427372,0.12484455505846825
UCLA-LS,Adversity,0.16084177793750232,0.08857191193980474,0.07226986599769758
UCLA-LS,Measurement proxies,0.3769424240878757,0.34738870357237694,0.02955372051549876
UCLA-LS,Central tension,0.24609280956435065,0.13000454639861136,0.11608826316573928
CSS,Foundational claim,0.10446443716979004,0.04015201088459197,0.06431242628519807
CSS,Evaluative criterion,0.2884701708204902,0.19763256229688997,0.09083760852360023
CSS,Time horizon,0.299470314942218,0.1798225119310144,0.11964780301120359
CSS,Adversity,0.2192482717689327,0.15587480116455377,0.06337347060437892
CSS,Measurement proxies,0.39460228375585116,0.3572532961901025,0.03734898756574867
CSS,Central tension,0.19291193878568214,0.14693542067610943,0.045976518109572706
WAI,Foundational claim,0.14502181696017125,0.14591325376287756,-0.0008914368027063135
WAI,Evaluative criterion,0.277923811892524,0.29831838948161604,-0.020394577589092022
WAI,Time horizon,0.3165417268300068,0.21001212196849872,0.10652960486150809
WAI,Adversity,0.18214633173438954,0.1165474469480875,0.06559888478630205
WAI,Measurement proxies,0.33615198224490817,0.36861234661089004,-0.032460364365981875
WAI,Central tension,0.14905717765152626,0.16157977633373521,-0.012522598682208952
CSQ-R,Foundational claim,0.18239605546942284,0.08382140735754229,0.09857464811188055
CSQ-R,Evaluative criterion,0.2394781668601884,0.17621353971875964,0.06326462714142878
CSQ-R,Time horizon,0.24916177132730843,0.1438273300831261,0.10533444124418234
CSQ-R,Adversity,0.2912624411573489,0.1711177240753181,0.12014471708203078
CSQ-R,Measurement proxies,0.41309800871768987,0.3316988445291271,0.08139916418856274
CSQ-R,Central tension,0.23887280741757833,0.21617095569133937,0.022701851726238953
DERS-SF,Foundational claim,0.15334076245770234,0.11051145084961866,0.042829311608083676
DERS-SF,Evaluative criterion,0.2949438791192307,0.22820834655975042,0.06673553255948028
DERS-SF,Time horizon,0.34911753816864044,0.21757383972568545,0.131543698442955
DERS-SF,Adversity,0.24456734701813498,0.17804390402909542,0.06652344298903956
DERS-SF,Measurement proxies,0.4671377744587727,0.393101290934869,0.07403648352390368
DERS-SF,Central tension,0.2246799871223193,0.2695079612260123,-0.04482797410369299
RSES-SF,Foundational claim,0.17154119718019523,0.1656147344423904,0.0059264627378048385
RSES-SF,Evaluative criterion,0.304871949164667,0.25879020006394116,0.04608174910072582
RSES-SF,Time horizon,0.33911834856837664,0.23280697833445396,0.10631137023392268
RSES-SF,Adversity,0.1716145241960998,0.12470800394331649,0.0469065202527833
RSES-SF,Measurement proxies,0.3326600716462218,0.33575082102170795,-0.003090749375486146
RSES-SF,Central tension,0.21194552557464041,0.18452207941057974,0.027423446164060672
SRIS,Foundational claim,0.13843669795677815,0.15085314458007726,-0.012416446623299104
SRIS,Evaluative criterion,0.28022439906102337,0.2856271495981886,-0.005402750537165213
SRIS,Time horizon,0.3302653186536214,0.24988118789872693,0.08038413075489448
SRIS,Adversity,0.1599459335498059,0.1629477232006047,-0.0030017896507987807
SRIS,Measurement proxies,0.38636745497015923,0.4451153504710279,-0.058747895500868674
SRIS,Central tension,0.1767555854484666,0.20552620811735112,-0.028770622668884527
GQ-6,Foundational claim,0.20582364927977737,0.18955608683103398,0.01626756244874339
GQ-6,Evaluative criterion,0.2999224988096625,0.2536878473951094,0.046234651414553074
GQ-6,Time horizon,0.3464233749735228,0.2661881970911354,0.08023517788238743
GQ-6,Adversity,0.18131340375284888,0.1944343946816035,-0.013120990928754628
GQ-6,Measurement proxies,0.45451353660037097,0.3836782593490673,0.07083527725130367
GQ-6,Central tension,0.21502275958653838,0.23462214380976998,-0.019599384223231597
ILS,Foundational claim,0.37694491939255903,0.41262438901726717,-0.03567946962470814
ILS,Evaluative criterion,0.43792303057011117,0.5055687273855143,-0.06764569681540311
ILS,Time horizon,0.4412717442871382,0.4794823262928951,-0.03821058200575689
ILS,Adversity,0.26677729752060386,0.32177343253642654,-0.05499613501582268
ILS,Measurement proxies,0.43010471224668856,0.6384302194216436,-0.20832550717495502
ILS,Central tension,0.38970833776530633,0.3973100884414549,-0.007601750676148544
WBSI,Foundational claim,0.04996059670743369,0.00692383719271239,0.0430367595147213
WBSI,Evaluative criterion,0.1735878690928927,0.1155117813679093,0.058076087724983405
WBSI,Time horizon,0.20969180456849923,0.10138672113483771,0.10830508343366152
WBSI,Adversity,0.17234765703467192,0.06802408695335382,0.1043235700813181
WBSI,Measurement proxies,0.25863493215276434,0.23265153825466656,0.025983393898097784
WBSI,Central tension,0.11351557983608218,0.12439457564455236,-0.010878995808470182
ORS,Foundational claim,0.32349931763708506,0.3043338408823181,0.019165476754766986
ORS,Evaluative criterion,0.5343529160769422,0.48828103606093365,0.04607188001600859
ORS,Time horizon,0.5467665968967047,0.4334865089133093,0.1132800879833954
ORS,Adversity,0.31322024555918637,0.2690301918277539,0.04419005373143248
ORS,Measurement proxies,0.5352159930894078,0.5587913387312453,-0.023575345641837497
ORS,Central tension,0.3148044526869347,0.2789923070356617,0.035812145651273
SRS-Therapy,Foundational claim,0.1689728618882268,0.15808788354890202,0.01088497833932478
SRS-Therapy,Evaluative criterion,0.3169890601939531,0.302084618788784,0.014904441405169111
SRS-Therapy,Time horizon,0.37721901520453915,0.22381795253070624,0.1534010626738329
SRS-Therapy,Adversity,0.2297589980693776,0.16295648867339962,0.06680250939597798
SRS-Therapy,Measurement proxies,0.3859573341900948,0.39226057051471497,-0.006303236324620154
SRS-Therapy,Central tension,0.18880236613167056,0.16907629294443915,0.019726073187231408
BSL-23,Foundational claim,0.14849706407502905,0.0741683875762974,0.07432867649873165
BSL-23,Evaluative criterion,0.2978612101252889,0.21524384757453874,0.08261736255075014
BSL-23,Time horizon,0.3293773570449323,0.21047635406463072,0.1189010029803016
BSL-23,Adversity,0.2237299195450172,0.10418264147878886,0.11954727806622834
BSL-23,Measurement proxies,0.40961466891561016,0.32978986449741254,0.07982480441819761
BSL-23,Central tension,0.23159022188816025,0.13835695252948066,0.0932332693586796
MSI-BPD,Foundational claim,0.16190920685487753,0.08866648360257257,0.07324272325230496
MSI-BPD,Evaluative criterion,0.29627358221243627,0.23089018341750056,0.06538339879493571
MSI-BPD,Time horizon,0.3276732019487325,0.21582954055851145,0.11184366139022106
MSI-BPD,Adversity,0.19272396792393987,0.10924860645985579,0.08347536146408407
MSI-BPD,Measurement proxies,0.3589337281225078,0.31003797034990854,0.048895757772599246
MSI-BPD,Central tension,0.24903785546497648,0.15412731577711603,0.09491053968786045
SOFAS,Foundational claim,0.24870183767560716,0.25058198034192425,-0.0018801426663170862
SOFAS,Evaluative criterion,0.40128787286231393,0.38173707396454604,0.019550798897767896
SOFAS,Time horizon,0.37601077734732935,0.3152949294744627,0.06071584787286666
SOFAS,Adversity,0.24496030467193253,0.19431816273409963,0.050642141937832896
SOFAS,Measurement proxies,0.4489078893414389,0.4648863203830176,-0.0159784310415787
SOFAS,Central tension,0.28943190633202276,0.22634160391447578,0.06309030241754698
TSK,Foundational claim,0.11713717267922619,0.07397646717555373,0.04316070550367246
TSK,Evaluative criterion,0.2163157935598624,0.19727211726186267,0.019043676297999745
TSK,Time horizon,0.24798776776961817,0.1855632171599112,0.062424550609706975
TSK,Adversity,0.23776342705825626,0.14913549914079083,0.08862792791746543
TSK,Measurement proxies,0.393810825792982,0.3592772854381272,0.034533540354854786
TSK,Central tension,0.2030471848979708,0.1775633740044531,0.0254838108935177
PCS,Foundational claim,0.1836381796034663,0.08774788924763599,0.0958902903558303
PCS,Evaluative criterion,0.25596789151134813,0.18573360746690404,0.0702342840444441
PCS,Time horizon,0.2762848756885853,0.1705932011477389,0.10569167454084638
PCS,Adversity,0.28665601507716176,0.17477982496461775,0.11187619011254402
PCS,Measurement proxies,0.4254981631976842,0.3414349742201701,0.08406318897751408
PCS,Central tension,0.23621334400348826,0.1807662013998097,0.055447142603678556
AIS,Foundational claim,0.12804167465820138,0.07499920590161802,0.05304246875658336
AIS,Evaluative criterion,0.29243484299417466,0.2170424176771908,0.07539242531698387
AIS,Time horizon,0.3167368600151599,0.17114492114267654,0.14559193887248334
AIS,Adversity,0.16845184561740512,0.07745628839821794,0.09099555721918717
AIS,Measurement proxies,0.382712485772125,0.336327543665203,0.04638494210692201
AIS,Central tension,0.19037098819831744,0.14540791052183,0.04496307767648744
GDS-15,Foundational claim,0.27233907742868535,0.20862104554600658,0.06371803188267877
GDS-15,Evaluative criterion,0.39608602684129934,0.3025029223630952,0.09358310447820417
GDS-15,Time horizon,0.393493411212547,0.25887354244185223,0.13461986877069476
GDS-15,Adversity,0.26065610959282437,0.1732414009208273,0.08741470867199708
GDS-15,Measurement proxies,0.47655571741681535,0.41621660199437005,0.0603391154224453
GDS-15,Central tension,0.3231104610975889,0.22802671732593605,0.09508374377165285
CORE-10,Foundational claim,0.25512835668050393,0.18411353176085543,0.0710148249196485
CORE-10,Evaluative criterion,0.42764032504455396,0.34318323671946915,0.0844570883250848
CORE-10,Time horizon,0.4258335173594978,0.29668332162380406,0.12915019573569375
CORE-10,Adversity,0.3264419149726163,0.2385683871473835,0.08787352782523283
CORE-10,Measurement proxies,0.48227295201909437,0.4248412319523479,0.05743172006674646
CORE-10,Central tension,0.27694062481847137,0.21644909536997348,0.060491529448497894
PHQ-A,Foundational claim,0.0905143891242034,0.04825298999363792,0.04226139913056548
PHQ-A,Evaluative criterion,0.22414165163371913,0.16578035300316407,0.05836129863055506
PHQ-A,Time horizon,0.21641403985150198,0.12961775478691284,0.08679628506458914
PHQ-A,Adversity,0.19317557016573383,0.11573363636727096,0.07744193379846287
PHQ-A,Measurement proxies,0.31936335241341474,0.25982451212897506,0.059538840284439676
PHQ-A,Central tension,0.17303535704528072,0.13117887635152947,0.04185648069375125
K-6,Foundational claim,0.194194547406918,0.12942351200235058,0.06477103540456741
K-6,Evaluative criterion,0.3838957684964611,0.26553048163027326,0.11836528686618786
K-6,Time horizon,0.35309516752259507,0.20816514007599063,0.14493002744660444
K-6,Adversity,0.2796975180180298,0.14617573809900808,0.1335217799190217
K-6,Measurement proxies,0.4778174578594704,0.370808321500091,0.10700913635937936
K-6,Central tension,0.2680701261162767,0.23495982344208644,0.03311030267419024
EAT-26,Foundational claim,0.09212408048938392,0.04722108524516477,0.044902995244219146
EAT-26,Evaluative criterion,0.2188580501410624,0.16893977222263357,0.049918277918428844
EAT-26,Time horizon,0.2483945178839181,0.1314858722638108,0.11690864562010728
EAT-26,Adversity,0.17214063557882708,0.06171771004347992,0.11042292553534716
EAT-26,Measurement proxies,0.32268476906230403,0.3144020909590267,0.008282678103277319
EAT-26,Central tension,0.16347923113359153,0.1757305844546314,-0.012251353321039882
HONOS,Foundational claim,0.17537150277032576,0.15145280716595244,0.02391869560437332
HONOS,Evaluative criterion,0.36536531619063806,0.3355879132904338,0.029777402900204253
HONOS,Time horizon,0.3537898235995368,0.2616744056943634,0.09211541790517341
HONOS,Adversity,0.2040569741955356,0.15672074074207154,0.04733623345346405
HONOS,Measurement proxies,0.48684592092230283,0.4771434167565971,0.009702504165705728
HONOS,Central tension,0.2058495723546152,0.15875275791587096,0.04709681443874425
Q-LES-Q,Foundational claim,0.35437103109211354,0.30183283690926344,0.052538194182850106
Q-LES-Q,Evaluative criterion,0.5260529831106416,0.4317616532172528,0.09429132989338884
Q-LES-Q,Time horizon,0.5184669095311901,0.37040059083908417,0.14806631869210596
Q-LES-Q,Adversity,0.26712710989285837,0.19889252706496663,0.06823458282789174
Q-LES-Q,Measurement proxies,0.5817843793890947,0.535634304977158,0.04615007441193664
Q-LES-Q,Central tension,0.36169858354027096,0.28054594189834736,0.0811526416419236
QoL-BD,Foundational claim,0.26887779361754793,0.25317797394893515,0.01569981966861278
QoL-BD,Evaluative criterion,0.4192946326006223,0.3736344685328197,0.0456601640678026
QoL-BD,Time horizon,0.4140637092579825,0.3526815953620004,0.06138211389598214
QoL-BD,Adversity,0.2409602776594253,0.2181093617407961,0.0228509159186292
QoL-BD,Measurement proxies,0.4741467901637989,0.4694361716257588,0.004710618538040112
QoL-BD,Central tension,0.2886100246710197,0.23806950503634106,0.05054051963467865
DOCS,Foundational claim,0.07589163921644992,0.03541516109618559,0.040476478120264336
DOCS,Evaluative criterion,0.21377959735466534,0.1801584061232594,0.033621191231405945
DOCS,Time horizon,0.24427903964164688,0.12261603507666874,0.12166300456497814
DOCS,Adversity,0.17044413189024954,0.08816267226472696,0.08228145962552258
DOCS,Measurement proxies,0.3450001310547408,0.32530870280202695,0.01969142825271386
DOCS,Central tension,0.14352454404763026,0.11407239210235243,0.029452151945277838
PI-WSUR,Foundational claim,0.08356792584441541,0.03141193257048458,0.052155993273930834
PI-WSUR,Evaluative criterion,0.20206774516371317,0.17242860927539483,0.029639135888318346
PI-WSUR,Time horizon,0.24208799808707337,0.11090077039834567,0.1311872276887277
PI-WSUR,Adversity,0.1643710452849635,0.06937483111033327,0.09499621417463022
PI-WSUR,Measurement proxies,0.3320819370237508,0.31793186685517116,0.01415007016857961
